Title,Share Link,Download URL,Transcription JSON
Recording #715,https://go.screenpal.com/watch/cZieDFV8a4u,https://screenpal.com/content/video/download/cZieDFV8a4u,Recording__715_transcribed.json
Recording #716,https://go.screenpal.com/watch/cZifI6V8B34,https://screenpal.com/content/video/download/cZifI6V8B34,Recording__716_transcribed.json
Recording #718,https://go.screenpal.com/watch/cZifI3V8BZH,https://screenpal.com/content/video/download/cZifI3V8BZH,Recording__718_transcribed.json
Recording #719,https://go.screenpal.com/watch/cZifILV8BvD,https://screenpal.com/content/video/download/cZifILV8BvD,Recording__719_transcribed.json
Recording #72,https://go.screenpal.com/watch/cTnYD5nhdGi,https://screenpal.com/content/video/download/cTnYD5nhdGi,Recording__72_transcribed.json
Recording #72,https://go.screenpal.com/watch/c36uX1VuZ34,https://screenpal.com/content/video/download/c36uX1VuZ34,Recording__72_transcribed.json
Recording #72,https://go.screenpal.com/watch/c3iooNV0LCm,https://screenpal.com/content/video/download/c3iooNV0LCm,Recording__72_transcribed.json
Recording #720,https://go.screenpal.com/watch/cZifI9V8BvN,https://screenpal.com/content/video/download/cZifI9V8BvN,Recording__720_transcribed.json
Recording #721,https://go.screenpal.com/watch/cZif2fV8Bwm,https://screenpal.com/content/video/download/cZif2fV8Bwm,Recording__72 (1)_transcribed.json
Recording #722,https://go.screenpal.com/watch/cZif2hV8BwM,https://screenpal.com/content/video/download/cZif2hV8BwM,Recording__72 (2)_transcribed.json
Recording #723,https://go.screenpal.com/watch/cZif2uV8Bal,https://screenpal.com/content/video/download/cZif2uV8Bal,Recording__723_transcribed.json
Recording #724,https://go.screenpal.com/watch/cZif2EV8BAL,https://screenpal.com/content/video/download/cZif2EV8BAL,Recording__724_transcribed.json
Recording #725,https://go.screenpal.com/watch/cZihbkV8pOV,https://screenpal.com/content/video/download/cZihbkV8pOV,Recording__725_transcribed.json
Recording #726,https://go.screenpal.com/watch/cZihFcV8puE,https://screenpal.com/content/video/download/cZihFcV8puE,Recording__726_transcribed.json
Recording #727,https://go.screenpal.com/watch/cZihFbV8pva,https://screenpal.com/content/video/download/cZihFbV8pva,Recording__727_transcribed.json
Recording #728,https://go.screenpal.com/watch/cZi1I6V8Cvz,https://screenpal.com/content/video/download/cZi1I6V8Cvz,Recording__728_transcribed.json
Recording #729,https://go.screenpal.com/watch/cZiiq3V857G,https://screenpal.com/content/video/download/cZiiq3V857G,Recording__729_transcribed.json
Recording #73,https://go.screenpal.com/watch/cTheFFnQ0aU,https://screenpal.com/content/video/download/cTheFFnQ0aU,Recording__73_transcribed.json
Recording #73,https://go.screenpal.com/watch/cTn3VsnhLkj,https://screenpal.com/content/video/download/cTn3VsnhLkj,Recording__73_transcribed.json
Recording #73,https://go.screenpal.com/watch/c36UfnVuOx5,https://screenpal.com/content/video/download/c36UfnVuOx5,Recording__73_transcribed.json
Recording #73,https://go.screenpal.com/watch/c3ioD1V0LEQ,https://screenpal.com/content/video/download/c3ioD1V0LEQ,Recording__73_transcribed.json
Recording #730,https://go.screenpal.com/watch/cZiQc4V8HJZ,https://screenpal.com/content/video/download/cZiQc4V8HJZ,Recording__730_transcribed.json
Recording #731,https://go.screenpal.com/watch/cZiQFGV8KCD,https://screenpal.com/content/video/download/cZiQFGV8KCD,Recording__73 (1)_transcribed.json
Recording #732,https://go.screenpal.com/watch/cZiQYIV8KLZ,https://screenpal.com/content/video/download/cZiQYIV8KLZ,Recording__73 (2)_transcribed.json
Recording #733,https://go.screenpal.com/watch/cZil3qV8Wx4,https://screenpal.com/content/video/download/cZil3qV8Wx4,Recording__73 (3)_transcribed.json
Recording #734,https://go.screenpal.com/watch/cZil3uV8WyQ,https://screenpal.com/content/video/download/cZil3uV8WyQ,Recording__734_transcribed.json
Recording #735,https://go.screenpal.com/watch/cZiI2oVPcoR,https://screenpal.com/content/video/download/cZiI2oVPcoR,Recording__735_transcribed.json
Recording #736,https://go.screenpal.com/watch/cZioocVPfv0,https://screenpal.com/content/video/download/cZioocVPfv0,Recording__736_transcribed.json
Recording #737,https://go.screenpal.com/watch/cZioojVPfwN,https://screenpal.com/content/video/download/cZioojVPfwN,Recording__737_transcribed.json
Recording #738,https://go.screenpal.com/watch/cZiobqVPf80,https://screenpal.com/content/video/download/cZiobqVPf80,Recording__738_transcribed.json
Recording #739,https://go.screenpal.com/watch/cZiobvVPf96,https://screenpal.com/content/video/download/cZiobvVPf96,Recording__739_transcribed.json
Recording #74,https://go.screenpal.com/watch/cThhFmnQuxn,https://screenpal.com/content/video/download/cThhFmnQuxn,Recording__74_transcribed.json
Recording #74,https://go.screenpal.com/watch/cTnZF4nhSKZ,https://screenpal.com/content/video/download/cTnZF4nhSKZ,Recording__74_transcribed.json
Recording #74,https://go.screenpal.com/watch/c3XVDIVu4F9,https://screenpal.com/content/video/download/c3XVDIVu4F9,Recording__74_transcribed.json
Recording #740,https://go.screenpal.com/watch/cZioY7VPhul,https://screenpal.com/content/video/download/cZioY7VPhul,Recording__740_transcribed.json
Recording #742,https://go.screenpal.com/watch/cZiYD9VPrhh,https://screenpal.com/content/video/download/cZiYD9VPrhh,Recording__74 (2)_transcribed.json
Recording #743,https://go.screenpal.com/watch/cZirq3VP33s,https://screenpal.com/content/video/download/cZirq3VP33s,Recording__743_transcribed.json
Recording #744,https://go.screenpal.com/watch/cZirqvVP30T,https://screenpal.com/content/video/download/cZirqvVP30T,Recording__744_transcribed.json
Recording #746,https://go.screenpal.com/watch/cZirqJVP3Zv,https://screenpal.com/content/video/download/cZirqJVP3Zv,Recording__746_transcribed.json
Recording #747,https://go.screenpal.com/watch/cZirqPVP3TX,https://screenpal.com/content/video/download/cZirqPVP3TX,Recording__747_transcribed.json
Recording #748,https://go.screenpal.com/watch/cZi3qbVPTLD,https://screenpal.com/content/video/download/cZi3qbVPTLD,Recording__748_transcribed.json
Recording #749,https://go.screenpal.com/watch/cZi0F2VPUTg,https://screenpal.com/content/video/download/cZi0F2VPUTg,Recording__749_transcribed.json
Recording #75,https://go.screenpal.com/watch/cTntDJn16HH,https://screenpal.com/content/video/download/cTntDJn16HH,Recording__75_transcribed.json
Recording #75,https://go.screenpal.com/watch/c3ioFmV0NeJ,https://screenpal.com/content/video/download/c3ioFmV0NeJ,Recording__75_transcribed.json
Recording #751,https://go.screenpal.com/watch/cZiZY8VPyXT,https://screenpal.com/content/video/download/cZiZY8VPyXT,Recording__75 (1)_transcribed.json
Recording #752,https://go.screenpal.com/watch/cZiTr6VPzJt,https://screenpal.com/content/video/download/cZiTr6VPzJt,Recording__752_transcribed.json
Recording #753,https://go.screenpal.com/watch/cZiTrDVPzdl,https://screenpal.com/content/video/download/cZiTrDVPzdl,Recording__753_transcribed.json
Recording #754,https://go.screenpal.com/watch/cZiOIjVPBNM,https://screenpal.com/content/video/download/cZiOIjVPBNM,Recording__754_transcribed.json
Recording #755,https://go.screenpal.com/watch/cZiOI0VPB9y,https://screenpal.com/content/video/download/cZiOI0VPB9y,Recording__755_transcribed.json
Recording #757,https://go.screenpal.com/watch/cZit2rVPkPh,https://screenpal.com/content/video/download/cZit2rVPkPh,Recording__757_transcribed.json
Recording #758,https://go.screenpal.com/watch/cZivcRVPmlf,https://screenpal.com/content/video/download/cZivcRVPmlf,Recording__758_transcribed.json
Recording #759,https://go.screenpal.com/watch/cZivrZVPdyY,https://screenpal.com/content/video/download/cZivrZVPdyY,Recording__759_transcribed.json
Recording #76,https://go.screenpal.com/watch/cThI0BnQN68,https://screenpal.com/content/video/download/cThI0BnQN68,Recording__76_transcribed.json
Recording #76,https://go.screenpal.com/watch/cTntbUn168p,https://screenpal.com/content/video/download/cTntbUn168p,Recording__76_transcribed.json
Recording #76,https://go.screenpal.com/watch/c3iYqDVZfE3,https://screenpal.com/content/video/download/c3iYqDVZfE3,Recording__76_transcribed.json
Recording #760,https://go.screenpal.com/watch/cZiw2FVPsnb,https://screenpal.com/content/video/download/cZiw2FVPsnb,Recording__760_transcribed.json
Recording #761,https://go.screenpal.com/watch/cZiwo6VPslQ,https://screenpal.com/content/video/download/cZiwo6VPslQ,Recording__76 (1)_transcribed.json
Recording #762,https://go.screenpal.com/watch/cZiwoFVPsI7,https://screenpal.com/content/video/download/cZiwoFVPsI7,Recording__76 (2)_transcribed.json
Recording #763,https://go.screenpal.com/watch/cZjnVmVPPje,https://screenpal.com/content/video/download/cZjnVmVPPje,Recording__763_transcribed.json
Recording #764,https://go.screenpal.com/watch/cZje2FVPSmI,https://screenpal.com/content/video/download/cZje2FVPSmI,Recording__764_transcribed.json
Recording #765,https://go.screenpal.com/watch/cZjhbMV9eVN,https://screenpal.com/content/video/download/cZjhbMV9eVN,Recording__765_transcribed.json
Recording #766,https://go.screenpal.com/watch/cZj1DPV91U0,https://screenpal.com/content/video/download/cZj1DPV91U0,Recording__766_transcribed.json
Recording #767,https://go.screenpal.com/watch/cZjjVCV9XeZ,https://screenpal.com/content/video/download/cZjjVCV9XeZ,Recording__767_transcribed.json
Recording #768,https://go.screenpal.com/watch/cZjjVKV9XfV,https://screenpal.com/content/video/download/cZjjVKV9XfV,Recording__768_transcribed.json
Recording #769,https://go.screenpal.com/watch/cZjjDbV9IZ8,https://screenpal.com/content/video/download/cZjjDbV9IZ8,Recording__769_transcribed.json
Recording #77,https://go.screenpal.com/watch/cThDYRn6f1R,https://screenpal.com/content/video/download/cThDYRn6f1R,Recording__77_transcribed.json
Recording #77,https://go.screenpal.com/watch/cTnunLn1lbt,https://screenpal.com/content/video/download/cTnunLn1lbt,Recording__77_transcribed.json
Recording #77,https://go.screenpal.com/watch/c3irDUVZi0V,https://screenpal.com/content/video/download/c3irDUVZi0V,Recording__77_transcribed.json
Recording #771,https://go.screenpal.com/watch/cZj62bV9Fod,https://screenpal.com/content/video/download/cZj62bV9Fod,Recording__77 (1)_transcribed.json
Recording #773,https://go.screenpal.com/watch/cZjlDFV93Ug,https://screenpal.com/content/video/download/cZjlDFV93Ug,Recording__773_transcribed.json
Recording #774,https://go.screenpal.com/watch/cZjlDKV93ae,https://screenpal.com/content/video/download/cZjlDKV93ae,Recording__774_transcribed.json
Recording #775,https://go.screenpal.com/watch/cZjlqUV93Rn,https://screenpal.com/content/video/download/cZjlqUV93Rn,Recording__775_transcribed.json
Recording #776,https://go.screenpal.com/watch/cZjonGV9vGm,https://screenpal.com/content/video/download/cZjonGV9vGm,Recording__776_transcribed.json
Recording #777,https://go.screenpal.com/watch/cZjo2cV9xnb,https://screenpal.com/content/video/download/cZjo2cV9xnb,Recording__777_transcribed.json
Recording #779,https://go.screenpal.com/watch/cZjoDeV9xTg,https://screenpal.com/content/video/download/cZjoDeV9xTg,Recording__779_transcribed.json
Recording #78,https://go.screenpal.com/watch/cThu3qn6gXT,https://screenpal.com/content/video/download/cThu3qn6gXT,Recording__78_transcribed.json
Recording #78,https://go.screenpal.com/watch/cTnuoFn12ry,https://screenpal.com/content/video/download/cTnuoFn12ry,Recording__78_transcribed.json
Recording #780,https://go.screenpal.com/watch/cZjDlRV9aQL,https://screenpal.com/content/video/download/cZjDlRV9aQL,Recording__780_transcribed.json
Recording #782,https://go.screenpal.com/watch/cZjb2QV9AqA,https://screenpal.com/content/video/download/cZjb2QV9AqA,Recording__782_transcribed.json
Recording #784,https://go.screenpal.com/watch/cZjq2wV9kPW,https://screenpal.com/content/video/download/cZjq2wV9kPW,Recording__784_transcribed.json
Recording #785,https://go.screenpal.com/watch/cZjq2kV9kR9,https://screenpal.com/content/video/download/cZjq2kV9kR9,Recording__785_transcribed.json
Recording #786,https://go.screenpal.com/watch/cZjq2dV9pcf,https://screenpal.com/content/video/download/cZjq2dV9pcf,Recording__786_transcribed.json
Recording #787,https://go.screenpal.com/watch/cZjZ2rV9Ps4,https://screenpal.com/content/video/download/cZjZ2rV9Ps4,Recording__787_transcribed.json
Recording #788,https://go.screenpal.com/watch/cZjuqnVRQfw,https://screenpal.com/content/video/download/cZjuqnVRQfw,Recording__788_transcribed.json
Recording #789,https://go.screenpal.com/watch/cZjUcrVRQsB,https://screenpal.com/content/video/download/cZjUcrVRQsB,Recording__789_transcribed.json
Recording #79,https://go.screenpal.com/watch/cT1n3Un6sFa,https://screenpal.com/content/video/download/cT1n3Un6sFa,Recording__79_transcribed.json
Recording #79,https://go.screenpal.com/watch/cTehfrn1tjA,https://screenpal.com/content/video/download/cTehfrn1tjA,Recording__79_transcribed.json
Recording #79,https://go.screenpal.com/watch/c3XibFVuKGF,https://screenpal.com/content/video/download/c3XibFVuKGF,Recording__79_transcribed.json
Recording #79,https://go.screenpal.com/watch/c3jODjVT4iJ,https://screenpal.com/content/video/download/c3jODjVT4iJ,Recording__79_transcribed.json
Recording #790,https://go.screenpal.com/watch/cZjUcxVRQMa,https://screenpal.com/content/video/download/cZjUcxVRQMa,Recording__790_transcribed.json
Recording #791,https://go.screenpal.com/watch/cZjw2OVRF3v,https://screenpal.com/content/video/download/cZjw2OVRF3v,Recording__79 (1)_transcribed.json
Recording #792,https://go.screenpal.com/watch/cZQn2XVR32b,https://screenpal.com/content/video/download/cZQn2XVR32b,Recording__79 (2)_transcribed.json
Recording #793,https://go.screenpal.com/watch/cZQn2gVR3q6,https://screenpal.com/content/video/download/cZQn2gVR3q6,Recording__79 (3)_transcribed.json
Recording #794,https://go.screenpal.com/watch/cZQfcHVRtBr,https://screenpal.com/content/video/download/cZQfcHVRtBr,Recording__794_transcribed.json
Recording #795,https://go.screenpal.com/watch/cZQfVVVRtgd,https://screenpal.com/content/video/download/cZQfVVVRtgd,Recording__795_transcribed.json
Recording #796,https://go.screenpal.com/watch/cZQfVIVRtpq,https://screenpal.com/content/video/download/cZQfVIVRtpq,Recording__796_transcribed.json
Recording #797,https://go.screenpal.com/watch/cZQfVOVRt5b,https://screenpal.com/content/video/download/cZQfVOVRt5b,Recording__797_transcribed.json
Recording #798,https://go.screenpal.com/watch/cZQ1FJVRBGp,https://screenpal.com/content/video/download/cZQ1FJVRBGp,Recording__798_transcribed.json
Recording #799,https://go.screenpal.com/watch/cZQi2YVRkcn,https://screenpal.com/content/video/download/cZQi2YVRkcn,Recording__799_transcribed.json
Recording #8,https://go.screenpal.com/watch/cTf0qAnjNq0,https://screenpal.com/content/video/download/cTf0qAnjNq0,Recording__8_transcribed.json
Recording #8,https://go.screenpal.com/watch/c06YlwVEbC9,https://screenpal.com/content/video/download/c06YlwVEbC9,Recording__8_transcribed.json
Recording #8,https://go.screenpal.com/watch/c06h21V5yaP,https://screenpal.com/content/video/download/c06h21V5yaP,Recording__8_transcribed.json
Recording #8,https://go.screenpal.com/watch/c0eu17VaiO0,https://screenpal.com/content/video/download/c0eu17VaiO0,Recording__8_transcribed.json
Recording #80,https://go.screenpal.com/watch/cTibqOnl9d8,https://screenpal.com/content/video/download/cTibqOnl9d8,Recording__80_transcribed.json
Recording #80,https://go.screenpal.com/watch/cTe114n1wZQ,https://screenpal.com/content/video/download/cTe114n1wZQ,Recording__80_transcribed.json
Recording #80,https://go.screenpal.com/watch/c3XjcuVu7R8,https://screenpal.com/content/video/download/c3XjcuVu7R8,Recording__80_transcribed.json
Recording #80,https://go.screenpal.com/watch/c3jwn6VTEDl,https://screenpal.com/content/video/download/c3jwn6VTEDl,Recording__80_transcribed.json
Recording #800,https://go.screenpal.com/watch/cZQ6IcVRJlw,https://screenpal.com/content/video/download/cZQ6IcVRJlw,Recording__800_transcribed.json
Recording #801,https://go.screenpal.com/watch/cZQlIFVR8Bf,https://screenpal.com/content/video/download/cZQlIFVR8Bf,Recording__80 (1)_transcribed.json
Recording #802,https://go.screenpal.com/watch/cZQl28VRPeV,https://screenpal.com/content/video/download/cZQl28VRPeV,Recording__80 (2)_transcribed.json
Recording #803,https://go.screenpal.com/watch/cZQ22FVSc8i,https://screenpal.com/content/video/download/cZQ22FVSc8i,Recording__80 (3)_transcribed.json
Recording #804,https://go.screenpal.com/watch/cZQDIpVShYQ,https://screenpal.com/content/video/download/cZQDIpVShYQ,Recording__804_transcribed.json
Recording #805,https://go.screenpal.com/watch/cZQDosVSh7T,https://screenpal.com/content/video/download/cZQDosVSh7T,Recording__805_transcribed.json
Recording #806,https://go.screenpal.com/watch/cZQbFfVS662,https://screenpal.com/content/video/download/cZQbFfVS662,Recording__806_transcribed.json
Recording #807,https://go.screenpal.com/watch/cZQFYgVS2kh,https://screenpal.com/content/video/download/cZQFYgVS2kh,Recording__807_transcribed.json
Recording #808,https://go.screenpal.com/watch/cZQYI5VSrul,https://screenpal.com/content/video/download/cZQYI5VSrul,Recording__808_transcribed.json
Recording #809,https://go.screenpal.com/watch/cZQYDTVSrW4,https://screenpal.com/content/video/download/cZQYDTVSrW4,Recording__809_transcribed.json
Recording #81,https://go.screenpal.com/watch/cTi3YsnIQNQ,https://screenpal.com/content/video/download/cTi3YsnIQNQ,Recording__8 (1)_transcribed.json
Recording #81,https://go.screenpal.com/watch/cTe16Xn1xjG,https://screenpal.com/content/video/download/cTe16Xn1xjG,Recording__8 (1)_transcribed.json
Recording #81,https://go.screenpal.com/watch/c3X6brVuW2B,https://screenpal.com/content/video/download/c3X6brVuW2B,Recording__8 (1)_transcribed.json
Recording #81,https://go.screenpal.com/watch/c36F2FVt8kd,https://screenpal.com/content/video/download/c36F2FVt8kd,Recording__8 (1)_transcribed.json
Recording #811,https://go.screenpal.com/watch/cZQYbnVS31Z,https://screenpal.com/content/video/download/cZQYbnVS31Z,Recording__81 (1)_transcribed.json
Recording #813,https://go.screenpal.com/watch/cZQZF0VSyB9,https://screenpal.com/content/video/download/cZQZF0VSyB9,Recording__81 (3)_transcribed.json
Recording #814,https://go.screenpal.com/watch/cZQTDoVSA0S,https://screenpal.com/content/video/download/cZQTDoVSA0S,Recording__814_transcribed.json
Recording #815,https://go.screenpal.com/watch/cZQTF7VSANV,https://screenpal.com/content/video/download/cZQTF7VSANV,Recording__815_transcribed.json
Recording #816,https://go.screenpal.com/watch/cZQTqIVSA9G,https://screenpal.com/content/video/download/cZQTqIVSA9G,Recording__816_transcribed.json
Recording #817,https://go.screenpal.com/watch/cZQTqzVSBca,https://screenpal.com/content/video/download/cZQTqzVSBca,Recording__817_transcribed.json
Recording #819,https://go.screenpal.com/watch/cZQu2YVSHrP,https://screenpal.com/content/video/download/cZQu2YVSHrP,Recording__819_transcribed.json
Recording #82,https://go.screenpal.com/watch/cTjhYLnIKbo,https://screenpal.com/content/video/download/cTjhYLnIKbo,Recording__8 (2)_transcribed.json
Recording #82,https://go.screenpal.com/watch/cTe16on1xQH,https://screenpal.com/content/video/download/cTe16on1xQH,Recording__8 (2)_transcribed.json
Recording #82,https://go.screenpal.com/watch/c36rYRVu1xx,https://screenpal.com/content/video/download/c36rYRVu1xx,Recording__8 (2)_transcribed.json
Recording #820,https://go.screenpal.com/watch/cZ6nYnVSWcp,https://screenpal.com/content/video/download/cZ6nYnVSWcp,Recording__820_transcribed.json
Recording #821,https://go.screenpal.com/watch/cZ6focVWh78,https://screenpal.com/content/video/download/cZ6focVWh78,Recording__82 (1)_transcribed.json
Recording #822,https://go.screenpal.com/watch/cZ6fqkVW1pI,https://screenpal.com/content/video/download/cZ6fqkVW1pI,Recording__82 (2)_transcribed.json
Recording #823,https://go.screenpal.com/watch/cZ6fYcVW1EU,https://screenpal.com/content/video/download/cZ6fYcVW1EU,Recording__823_transcribed.json
Recording #824,https://go.screenpal.com/watch/cZ6fYqVW1HW,https://screenpal.com/content/video/download/cZ6fYqVW1HW,Recording__824_transcribed.json
Recording #825,https://go.screenpal.com/watch/cZ6hcrVWilQ,https://screenpal.com/content/video/download/cZ6hcrVWilQ,Recording__825_transcribed.json
Recording #827,https://go.screenpal.com/watch/cZ6h2uVWiPG,https://screenpal.com/content/video/download/cZ6h2uVWiPG,Recording__827_transcribed.json
Recording #828,https://go.screenpal.com/watch/cZ6ilAVWXPp,https://screenpal.com/content/video/download/cZ6ilAVWXPp,Recording__828_transcribed.json
Recording #829,https://go.screenpal.com/watch/cZ6il7VWXWn,https://screenpal.com/content/video/download/cZ6il7VWXWn,Recording__829_transcribed.json
Recording #83,https://go.screenpal.com/watch/cT6DjVnbtKj,https://screenpal.com/content/video/download/cT6DjVnbtKj,Recording__8 (3)_transcribed.json
Recording #83,https://go.screenpal.com/watch/cTe1Dzn1yt0,https://screenpal.com/content/video/download/cTe1Dzn1yt0,Recording__8 (3)_transcribed.json
Recording #83,https://go.screenpal.com/watch/cTe12Hn1yfU,https://screenpal.com/content/video/download/cTe12Hn1yfU,Recording__8 (3)_transcribed.json
Recording #830,https://go.screenpal.com/watch/cZ6ibuVWIe1,https://screenpal.com/content/video/download/cZ6ibuVWIe1,Recording__830_transcribed.json
Recording #831,https://go.screenpal.com/watch/cZ6ibmVWI1v,https://screenpal.com/content/video/download/cZ6ibmVWI1v,Recording__83 (1)_transcribed.json
Recording #832,https://go.screenpal.com/watch/cZ6jl4VWD6t,https://screenpal.com/content/video/download/cZ6jl4VWD6t,Recording__83 (2)_transcribed.json
Recording #833,https://go.screenpal.com/watch/cZ6jlsVWDoA,https://screenpal.com/content/video/download/cZ6jlsVWDoA,Recording__833_transcribed.json
Recording #834,https://go.screenpal.com/watch/cZ6jIIVWDYp,https://screenpal.com/content/video/download/cZ6jIIVWDYp,Recording__834_transcribed.json
Recording #835,https://go.screenpal.com/watch/cZ6QFtVWrus,https://screenpal.com/content/video/download/cZ6QFtVWrus,Recording__835_transcribed.json
Recording #836,https://go.screenpal.com/watch/cZ6QFvVWrUz,https://screenpal.com/content/video/download/cZ6QFvVWrUz,Recording__836_transcribed.json
Recording #837,https://go.screenpal.com/watch/cZ66IHVWZ3W,https://screenpal.com/content/video/download/cZ66IHVWZ3W,Recording__837_transcribed.json
Recording #838,https://go.screenpal.com/watch/cZ66FUVWTYZ,https://screenpal.com/content/video/download/cZ66FUVWTYZ,Recording__838_transcribed.json
Recording #84,https://go.screenpal.com/watch/cT6YFBnbgMm,https://screenpal.com/content/video/download/cT6YFBnbgMm,Recording__84_transcribed.json
Recording #84,https://go.screenpal.com/watch/cTeih4n1aYS,https://screenpal.com/content/video/download/cTeih4n1aYS,Recording__84_transcribed.json
Recording #84,https://go.screenpal.com/watch/c3XIlxVUfRg,https://screenpal.com/content/video/download/c3XIlxVUfRg,Recording__84_transcribed.json
Recording #840,https://go.screenpal.com/watch/cZ6XqoVWuSl,https://screenpal.com/content/video/download/cZ6XqoVWuSl,Recording__840_transcribed.json
Recording #841,https://go.screenpal.com/watch/cZ6l2RVWvlp,https://screenpal.com/content/video/download/cZ6l2RVWvlp,Recording__84 (1)_transcribed.json
Recording #842,https://go.screenpal.com/watch/cZ62brVW4MF,https://screenpal.com/content/video/download/cZ62brVW4MF,Recording__84 (2)_transcribed.json
Recording #843,https://go.screenpal.com/watch/cZ62bUVW4Ld,https://screenpal.com/content/video/download/cZ62bUVW4Ld,Recording__843_transcribed.json
Recording #844,https://go.screenpal.com/watch/cZ62bCVW4P5,https://screenpal.com/content/video/download/cZ62bCVW4P5,Recording__844_transcribed.json
Recording #845,https://go.screenpal.com/watch/cZ62FPVWaQ5,https://screenpal.com/content/video/download/cZ62FPVWaQ5,Recording__845_transcribed.json
Recording #846,https://go.screenpal.com/watch/cZ620EVWadv,https://screenpal.com/content/video/download/cZ620EVWadv,Recording__846_transcribed.json
Recording #847,https://go.screenpal.com/watch/cZ6boPVWmEf,https://screenpal.com/content/video/download/cZ6boPVWmEf,Recording__847_transcribed.json
Recording #848,https://go.screenpal.com/watch/cZ6FlYVWdHR,https://screenpal.com/content/video/download/cZ6FlYVWdHR,Recording__848_transcribed.json
Recording #85,https://go.screenpal.com/watch/cTXlYonF77s,https://screenpal.com/content/video/download/cTXlYonF77s,Recording__85_transcribed.json
Recording #85,https://go.screenpal.com/watch/c3XIIcVUfWu,https://screenpal.com/content/video/download/c3XIIcVUfWu,Recording__85_transcribed.json
Recording #85,https://go.screenpal.com/watch/c360VyVuj1g,https://screenpal.com/content/video/download/c360VyVuj1g,Recording__85_transcribed.json
Recording #850,https://go.screenpal.com/watch/cZ6FDtVWKa7,https://screenpal.com/content/video/download/cZ6FDtVWKa7,Recording__850_transcribed.json
Recording #852,https://go.screenpal.com/watch/cZ6q24VWsYU,https://screenpal.com/content/video/download/cZ6q24VWsYU,Recording__85 (2)_transcribed.json
Recording #853,https://go.screenpal.com/watch/cZ6rfaVWLHB,https://screenpal.com/content/video/download/cZ6rfaVWLHB,Recording__853_transcribed.json
Recording #855,https://go.screenpal.com/watch/cZ60ounce3r,https://screenpal.com/content/video/download/cZ60ounce3r,Recording__855_transcribed.json
Recording #856,https://go.screenpal.com/watch/cZ6Z2lncifg,https://screenpal.com/content/video/download/cZ6Z2lncifg,Recording__856_transcribed.json
Recording #857,https://go.screenpal.com/watch/cZ6TIqnc6A0,https://screenpal.com/content/video/download/cZ6TIqnc6A0,Recording__857_transcribed.json
Recording #858,https://go.screenpal.com/watch/cZ6T23nc67G,https://screenpal.com/content/video/download/cZ6T23nc67G,Recording__858_transcribed.json
Recording #859,https://go.screenpal.com/watch/cZ6TFKncXB9,https://screenpal.com/content/video/download/cZ6TFKncXB9,Recording__859_transcribed.json
Recording #86,https://go.screenpal.com/watch/cTX2hRnF8Ev,https://screenpal.com/content/video/download/cTX2hRnF8Ev,Recording__86_transcribed.json
Recording #86,https://go.screenpal.com/watch/cTeiFJn1ABu,https://screenpal.com/content/video/download/cTeiFJn1ABu,Recording__86_transcribed.json
Recording #86,https://go.screenpal.com/watch/c3XDVDVUI2T,https://screenpal.com/content/video/download/c3XDVDVUI2T,Recording__86_transcribed.json
Recording #86,https://go.screenpal.com/watch/c360VRVujj4,https://screenpal.com/content/video/download/c360VRVujj4,Recording__86_transcribed.json
Recording #860,https://go.screenpal.com/watch/cZ6TFNncXgC,https://screenpal.com/content/video/download/cZ6TFNncXgC,Recording__860_transcribed.json
Recording #861,https://go.screenpal.com/watch/cZ6OVjnclD5,https://screenpal.com/content/video/download/cZ6OVjnclD5,Recording__86 (1)_transcribed.json
Recording #862,https://go.screenpal.com/watch/cZ6O2qnclMw,https://screenpal.com/content/video/download/cZ6O2qnclMw,Recording__86 (2)_transcribed.json
Recording #863,https://go.screenpal.com/watch/cZ6un1ncofV,https://screenpal.com/content/video/download/cZ6un1ncofV,Recording__86 (3)_transcribed.json
Recording #864,https://go.screenpal.com/watch/cZ6UX2ncYd6,https://screenpal.com/content/video/download/cZ6UX2ncYd6,Recording__864_transcribed.json
Recording #865,https://go.screenpal.com/watch/cZ6UqAnc3AS,https://screenpal.com/content/video/download/cZ6UqAnc3AS,Recording__865_transcribed.json
Recording #866,https://go.screenpal.com/watch/cZ6vlIncTX7,https://screenpal.com/content/video/download/cZ6vlIncTX7,Recording__866_transcribed.json
Recording #867,https://go.screenpal.com/watch/cZ6vlqncTII,https://screenpal.com/content/video/download/cZ6vlqncTII,Recording__867_transcribed.json
Recording #868,https://go.screenpal.com/watch/cZ6vl0ncT2j,https://screenpal.com/content/video/download/cZ6vl0ncT2j,Recording__868_transcribed.json
Recording #869,https://go.screenpal.com/watch/cZ6vlyncTDh,https://screenpal.com/content/video/download/cZ6vlyncTDh,Recording__869_transcribed.json
Recording #87,https://go.screenpal.com/watch/cTXr0xnqYbZ,https://screenpal.com/content/video/download/cTXr0xnqYbZ,Recording__87_transcribed.json
Recording #87,https://go.screenpal.com/watch/cTejo1n1ghG,https://screenpal.com/content/video/download/cTejo1n1ghG,Recording__87_transcribed.json
Recording #87,https://go.screenpal.com/watch/c3XDnuVUI0B,https://screenpal.com/content/video/download/c3XDnuVUI0B,Recording__87_transcribed.json
Recording #87,https://go.screenpal.com/watch/c36T2FVu24R,https://screenpal.com/content/video/download/c36T2FVu24R,Recording__87_transcribed.json
